summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward,kda
Bearduck,1,1594,Pyke,Flash,Ignite,13,6,10,13,62,48,13,3.8
Bearduck,1,972,Renata Glasc,Flash,Ignite,3,5,8,8,61,13,3,2.2
Bearduck,0,1261,Shen,Flash,Ignite,1,10,13,10,67,41,7,1.4
Bearduck,0,1618,Viego,Flash,Ignite,2,7,2,10,29,69,10,0.6
Bearduck,1,1579,Rakan,Flash,Ignite,1,8,7,11,31,20,9,1.0
Bearduck,1,1552,Rakan,Flash,Ignite,5,4,19,14,57,39,11,6.0
Bearduck,0,1794,Viego,Flash,Exhaust,1,8,13,12,50,52,17,1.8
Bearduck,1,1780,Viego,Flash,Exhaust,5,7,18,14,53,53,16,3.3
Bearduck,1,1326,Camille,Flash,Mark,22,15,13,18,64,58,0,2.3
Bearduck,1,1444,Renata Glasc,Flash,Ignite,5,6,18,12,70,26,13,3.8
Bearduck,1,1174,Yuumi,Heal,Exhaust,3,3,10,11,65,4,5,4.3
Bearduck,0,1075,Tahm Kench,Flash,Exhaust,4,6,2,11,60,103,3,1.0
Bearduck,0,1315,Thresh,Flash,Ignite,0,8,6,9,40,30,7,0.8
Bearduck,1,1640,Thresh,Flash,Ignite,4,6,23,14,66,31,10,4.5
Bearduck,1,944,Tahm Kench,Flash,Ignite,1,1,6,8,33,33,4,7.0
Bearduck,1,777,Sett,Flash,Ignite,4,0,6,8,63,20,3,12.0
도전전문유튜버,1,977,Master Yi,Flash,Smite,6,2,3,9,41,76,0,4.5
도전전문유튜버,0,1283,Pantheon,Flash,Ignite,5,4,2,12,64,107,3,1.8
도전전문유튜버,0,1488,Neeko,Flash,Ignite,0,10,8,12,35,22,2,0.8
도전전문유튜버,0,1233,Neeko,Flash,Ignite,3,7,4,9,47,20,2,1.0
도전전문유튜버,1,2098,Zilean,Flash,Ignite,4,2,26,18,70,184,5,15.0
도전전문유튜버,1,1446,Shaco,Ignite,Smite,8,1,13,15,51,130,2,21.0
도전전문유튜버,0,1537,Shaco,Ignite,Smite,5,9,4,12,30,111,3,1.0
도전전문유튜버,1,1123,Lulu,Flash,Ignite,3,4,7,11,38,88,2,2.5
도전전문유튜버,0,1786,Master Yi,Flash,Smite,11,7,1,13,52,171,3,1.7
도전전문유튜버,0,1004,Shaco,Ignite,Smite,3,3,4,10,70,78,0,2.3
도전전문유튜버,1,1257,Shaco,Ignite,Smite,7,4,8,12,54,110,0,3.8
도전전문유튜버,1,1261,Zilean,Flash,Ignite,2,4,10,13,44,131,2,3.0
도전전문유튜버,0,937,Shaco,Ignite,Smite,1,4,3,9,67,69,1,1.0
도전전문유튜버,0,1700,Shaco,Ignite,Smite,6,5,1,13,50,118,2,1.4
도전전문유튜버,1,1845,Master Yi,Flash,Smite,16,8,14,16,67,151,6,3.8
도전전문유튜버,1,1028,Pantheon,Flash,Ghost,13,10,21,17,57,44,0,3.4
도전전문유튜버,1,1258,Shaco,Ignite,Smite,10,1,5,13,50,131,1,15.0
도전전문유튜버,0,1235,Garen,Flash,Smite,7,7,3,10,59,94,0,1.4
도전전문유튜버,1,1516,Zilean,Flash,Cleanse,2,6,14,14,59,129,3,2.7
도전전문유튜버,0,1602,Jax,Flash,Exhaust,16,4,9,14,66,176,5,6.2
LCK Progamer,0,1163,Yuumi,Ignite,Exhaust,2,5,6,9,73,16,6,1.6
LCK Progamer,0,1994,Renata Glasc,Ignite,Flash,0,7,8,13,30,16,17,1.1
LCK Progamer,0,1646,Nautilus,Ignite,Flash,3,5,10,11,57,36,14,2.6
LCK Progamer,1,1676,Nami,Ignite,Flash,2,7,16,13,45,19,14,2.6
LCK Progamer,1,974,Nautilus,Ignite,Flash,1,3,12,9,45,26,6,4.3
LCK Progamer,1,1672,Yuumi,Ignite,Exhaust,2,4,15,13,74,12,11,4.2
LCK Progamer,1,1014,Yuumi,Ignite,Exhaust,7,1,4,8,55,1,4,11.0
LCK Progamer,1,1351,Thresh,Ignite,Flash,3,0,11,12,47,34,10,16.8
LCK Progamer,1,1758,Renata Glasc,Ignite,Flash,0,6,21,14,75,28,15,3.5
LCK Progamer,0,1743,Thresh,Ignite,Flash,0,9,9,12,33,32,15,1.0
LCK Progamer,1,2010,Nautilus,Ignite,Flash,1,12,22,15,40,34,21,1.9
LCK Progamer,1,1918,Karma,Ignite,Flash,2,11,18,13,59,16,14,1.8
LCK Progamer,0,1535,Nautilus,Ignite,Flash,0,4,12,11,75,32,10,3.0
LCK Progamer,1,1280,Yuumi,Ignite,Exhaust,0,0,10,11,53,7,7,12.0
LCK Progamer,1,912,Rakan,Ignite,Flash,1,0,8,8,47,30,4,10.8
LCK Progamer,0,1596,Nautilus,Ignite,Flash,2,6,6,11,40,35,17,1.3
LCK Progamer,0,2187,Karma,Ignite,Flash,1,7,9,13,63,41,19,1.4
LCK Progamer,1,1263,Nautilus,Ignite,Flash,0,2,6,10,25,36,8,3.0
LCK Progamer,1,1591,Nautilus,Exhaust,Flash,2,6,17,11,54,33,10,3.2
LCK Progamer,1,1177,Tahm Kench,Exhaust,Flash,3,4,8,10,46,35,7,2.8
kratosgf,0,1418,Nidalee,Flash,Smite,4,5,9,13,62,157,3,2.6
kratosgf,0,1747,Graves,Flash,Smite,6,6,10,15,48,206,6,2.7
kratosgf,1,1493,Qiyana,Flash,Smite,13,4,8,15,57,155,3,5.2
kratosgf,1,1467,Qiyana,Flash,Smite,14,6,8,15,61,158,3,3.7
kratosgf,0,1839,Lee Sin,Flash,Smite,9,9,4,14,57,117,9,1.4
kratosgf,1,1466,Graves,Flash,Smite,12,7,10,14,63,158,2,3.1
kratosgf,0,1901,Graves,Flash,Smite,2,11,8,15,36,195,2,0.9
kratosgf,0,2222,Wukong,Flash,Smite,9,5,11,16,67,177,5,4.0
kratosgf,0,948,Kindred,Flash,Smite,3,6,0,9,43,88,2,0.5
kratosgf,0,1252,Nidalee,Flash,Smite,2,5,6,12,73,141,3,1.6
kratosgf,1,1329,Viego,Flash,Smite,6,5,6,13,39,132,6,2.4
kratosgf,0,1380,Diana,Flash,Smite,5,7,5,13,53,143,4,1.4
kratosgf,0,1405,Graves,Teleport,Flash,0,7,2,13,22,200,1,0.3
kratosgf,0,1531,Diana,Flash,Smite,9,9,8,13,59,148,3,1.9
kratosgf,0,958,Lee Sin,Flash,Smite,2,6,3,9,83,81,2,0.8
kratosgf,0,1783,Graves,Flash,Smite,8,7,12,15,69,159,7,2.9
kratosgf,0,1508,Graves,Flash,Smite,3,9,5,13,67,172,2,0.9
kratosgf,0,917,Lee Sin,Flash,Smite,6,7,0,10,67,102,8,0.9
kratosgf,0,1493,Graves,Flash,Smite,5,9,7,12,67,142,4,1.3
kratosgf,1,991,Kindred,Flash,Smite,7,7,8,10,79,69,0,2.1
tianqileng,0,943,Pantheon,Flash,Ignite,3,4,5,9,67,32,4,2.0
tianqileng,0,1956,Ahri,Flash,Ignite,6,6,4,16,45,201,4,1.7
tianqileng,1,1223,Irelia,Flash,Teleport,0,5,4,12,20,157,1,0.8
tianqileng,0,1595,Ahri,Flash,Teleport,2,1,4,14,29,210,6,6.0
tianqileng,1,2183,Sylas,Flash,Teleport,20,4,11,18,58,258,1,7.8
tianqileng,1,2143,Sylas,Flash,Ignite,15,8,7,18,55,224,5,2.8
tianqileng,0,1511,Pantheon,Flash,Teleport,2,8,4,13,33,170,5,0.8
tianqileng,0,2324,Xin Zhao,Flash,Smite,9,7,14,17,50,202,11,3.3
tianqileng,0,971,Ahri,Flash,Ignite,3,1,3,10,67,110,1,6.0
tianqileng,1,1364,Viktor,Flash,Exhaust,4,4,8,13,39,149,5,3.0
tianqileng,1,1534,Twisted Fate,Flash,Teleport,4,1,8,15,30,190,7,12.0
tianqileng,1,926,Twisted Fate,Flash,Teleport,5,0,7,11,60,135,2,14.4
tianqileng,1,1945,Akali,Flash,Teleport,7,3,14,16,66,205,3,7.0
tianqileng,1,1949,Syndra,Flash,Teleport,6,2,21,16,66,206,4,13.5
tianqileng,1,1936,Sylas,Flash,Teleport,2,9,9,15,33,167,6,1.2
tianqileng,0,1225,Twisted Fate,Flash,Teleport,1,4,3,11,36,147,3,1.0
tianqileng,0,1544,Viktor,Flash,Teleport,6,8,7,14,45,186,4,1.6
tianqileng,0,1447,Twisted Fate,Flash,Teleport,3,6,10,14,76,171,4,2.2
tianqileng,1,1269,Twisted Fate,Flash,Teleport,3,3,10,13,37,151,0,4.3
tianqileng,0,1411,Ahri,Flash,Teleport,8,7,7,13,63,143,0,2.1
더블비핫소스구독,1,1771,Samira,Heal,Flash,17,7,7,17,51,272,4,3.4
더블비핫소스구독,1,2260,Lee Sin,Smite,Flash,12,8,16,18,60,172,15,3.5
더블비핫소스구독,0,1449,Zeri,Heal,Flash,5,4,3,13,50,226,4,2.0
더블비핫소스구독,0,1620,Aphelios,Cleanse,Flash,8,7,3,14,50,240,1,1.6
더블비핫소스구독,0,1303,Lucian,Heal,Flash,0,7,2,11,33,170,5,0.3
더블비핫소스구독,1,983,Xayah,Heal,Flash,1,0,6,10,33,158,4,8.4
더블비핫소스구독,1,1512,Lucian,Heal,Flash,13,5,4,14,68,219,4,3.4
더블비핫소스구독,1,1328,Lucian,Exhaust,Flash,10,3,1,13,42,192,2,3.7
더블비핫소스구독,1,1440,Samira,Heal,Flash,7,5,14,14,57,267,4,4.2
더블비핫소스구독,1,1203,Xayah,Heal,Flash,4,1,3,12,33,181,3,7.0
더블비핫소스구독,0,1262,Lucian,Exhaust,Flash,9,4,3,12,67,163,2,3.0
더블비핫소스구독,1,957,Lucian,Exhaust,Flash,8,3,1,10,64,133,2,3.0
더블비핫소스구독,0,1507,Lee Sin,Smite,Flash,17,6,3,13,77,163,7,3.3
더블비핫소스구독,1,1586,Samira,Exhaust,Flash,20,4,8,15,70,252,6,7.0
더블비핫소스구독,0,1219,Yasuo,Exhaust,Flash,3,7,4,11,54,138,1,1.0
더블비핫소스구독,0,914,Lucian,Exhaust,Flash,0,5,0,9,0,95,1,0.0
더블비핫소스구독,0,1806,Ezreal,Exhaust,Flash,7,9,4,13,38,209,5,1.2
더블비핫소스구독,1,1179,Samira,Heal,Flash,15,2,5,12,77,162,6,10.0
더블비핫소스구독,1,1631,Yasuo,Exhaust,Flash,4,6,9,15,42,233,1,2.2
더블비핫소스구독,0,982,Lucian,Heal,Flash,3,7,7,9,100,115,3,1.4
Kitagawa Kaimu,1,1227,Twisted Fate,Flash,Teleport,4,0,13,13,74,144,1,20.4
Kitagawa Kaimu,1,1566,Twisted Fate,Flash,Ignite,2,5,1,13,9,167,3,0.6
Kitagawa Kaimu,1,1199,Twisted Fate,Flash,Teleport,7,0,5,12,41,131,1,14.4
Kitagawa Kaimu,0,1691,Galio,Flash,Teleport,11,3,12,15,66,174,2,7.7
Kitagawa Kaimu,1,1323,Ornn,Flash,Teleport,1,0,5,13,23,136,2,7.2
Kitagawa Kaimu,0,1672,Gragas,Flash,Teleport,1,1,4,15,23,205,2,5.0
Kitagawa Kaimu,0,1289,Ryze,Flash,Teleport,3,4,3,12,55,153,4,1.5
Kitagawa Kaimu,0,1168,Ivern,Flash,Smite,4,6,4,10,89,85,2,1.3
Kitagawa Kaimu,0,1323,Ryze,Flash,Teleport,3,5,5,12,44,139,3,1.6
Kitagawa Kaimu,1,1700,Galio,Flash,Teleport,6,4,11,15,53,148,2,4.2
Kitagawa Kaimu,1,1758,Twisted Fate,Flash,Teleport,0,2,20,16,51,164,2,10.0
Kitagawa Kaimu,0,1746,Ivern,Flash,Smite,4,5,14,15,72,139,1,3.6
Kitagawa Kaimu,1,1165,Renekton,Flash,Teleport,5,1,11,12,46,119,3,16.0
Kitagawa Kaimu,1,1780,LeBlanc,Flash,Ignite,14,5,15,16,66,139,2,5.8
Kitagawa Kaimu,0,1795,Galio,Flash,Teleport,1,5,8,14,47,153,4,1.8
Kitagawa Kaimu,0,1721,Ahri,Flash,Teleport,2,4,4,14,29,186,2,1.5
Kitagawa Kaimu,0,1722,Ahri,Flash,Ignite,8,4,7,14,68,147,4,3.8
Kitagawa Kaimu,0,2147,Ahri,Flash,Teleport,7,4,17,17,65,247,2,6.0
Kitagawa Kaimu,1,926,Ivern,Flash,Smite,1,0,9,9,40,86,3,12.0
Kitagawa Kaimu,1,1593,Ivern,Flash,Smite,5,2,25,14,67,90,4,15.0
마음껏씨부려봐라,1,1304,Talon,Flash,Smite,6,5,4,14,31,164,5,2.0
마음껏씨부려봐라,1,2011,Karma,Flash,Ignite,2,6,24,15,65,18,12,4.3
마음껏씨부려봐라,0,1041,Varus,Flash,Heal,11,8,15,16,62,44,0,3.2
마음껏씨부려봐라,1,1323,Lillia,Flash,Mark,23,10,24,18,82,62,0,4.7
마음껏씨부려봐라,0,739,Viego,Flash,Mark,6,7,12,12,82,21,0,2.6
마음껏씨부려봐라,1,979,Nidalee,Flash,Mark,20,4,12,17,74,37,0,8.0
마음껏씨부려봐라,0,1065,Kai'Sa,Flash,Heal,10,10,27,18,88,71,0,3.7
마음껏씨부려봐라,1,1199,Jhin,Flash,Ghost,6,10,10,17,37,80,0,1.6
마음껏씨부려봐라,0,1086,Nidalee,Flash,Mark,10,6,10,17,57,39,0,3.3
마음껏씨부려봐라,1,979,Annie,Flash,Mark,10,6,29,17,89,53,0,6.5
마음껏씨부려봐라,1,1571,Nidalee,Flash,Smite,22,2,8,17,86,192,1,15.0
마음껏씨부려봐라,0,1503,Talon,Flash,Smite,9,4,2,14,65,160,3,2.8
마음껏씨부려봐라,0,1436,Graves,Flash,Smite,4,6,4,14,40,173,5,1.3
마음껏씨부려봐라,0,1638,Pyke,Flash,Ignite,3,6,6,11,31,25,9,1.5
마음껏씨부려봐라,0,1888,Karthus,Exhaust,Smite,12,4,5,16,74,226,5,4.2
마음껏씨부려봐라,0,2035,Wukong,Flash,Smite,13,10,8,17,57,166,7,2.1
마음껏씨부려봐라,1,998,Wukong,Flash,Smite,7,1,3,10,63,111,4,10.0
마음껏씨부려봐라,0,869,Karthus,Exhaust,Smite,4,5,6,10,83,96,2,2.0
마음껏씨부려봐라,0,1403,Evelynn,Flash,Smite,3,7,6,12,38,120,2,1.3
마음껏씨부려봐라,1,1768,Graves,Flash,Smite,11,3,5,16,53,246,2,5.3
희동1,0,2311,Viego,Smite,Flash,8,11,6,15,39,173,13,1.3
희동1,1,1196,Viego,Smite,Flash,7,3,7,12,56,145,12,4.7
희동1,1,1705,Graves,Smite,Flash,13,3,4,16,40,227,6,5.7
희동1,0,1690,Diana,Smite,Flash,7,8,15,15,88,184,4,2.8
희동1,0,1444,Viego,Smite,Flash,6,8,5,13,52,114,11,1.4
희동1,0,1503,Viego,Smite,Flash,8,11,5,13,59,123,14,1.2
희동1,0,911,Kindred,Smite,Flash,0,3,0,8,0,85,1,0.0
희동1,0,2229,Lee Sin,Smite,Flash,11,11,13,16,69,176,10,2.2
희동1,0,1221,Kindred,Exhaust,Flash,3,5,5,11,53,129,2,1.6
희동1,0,1213,Viego,Smite,Flash,6,4,3,11,82,104,1,2.2
희동1,0,1386,Kindred,Smite,Flash,10,7,4,12,88,146,4,2.0
희동1,1,918,Viego,Smite,Flash,3,1,7,10,48,92,5,10.0
희동1,0,1789,Graves,Smite,Flash,12,9,11,15,66,186,4,2.6
희동1,1,1597,Viego,Smite,Flash,12,2,9,15,64,163,12,10.5
희동1,0,1186,Olaf,Smite,Ghost,3,5,4,11,54,113,4,1.4
희동1,0,1820,Kindred,Smite,Flash,13,8,7,15,83,162,6,2.5
희동1,0,1302,Jarvan IV,Smite,Flash,2,5,4,10,75,92,5,1.2
희동1,1,2077,Irelia,Teleport,Flash,3,12,11,17,39,215,1,1.2
희동1,0,1720,Lee Sin,Smite,Flash,7,6,1,14,62,171,5,1.3
희동1,1,1219,Viego,Smite,Flash,7,1,4,13,55,136,4,11.0
겨울봄 이세돌,0,1280,Sivir,Flash,Exhaust,13,12,32,18,82,90,0,3.8
겨울봄 이세돌,1,1498,Maokai,Flash,Mark,19,12,27,18,73,82,0,3.8
겨울봄 이세돌,0,1166,LeBlanc,Flash,Mark,16,10,23,17,78,18,0,3.9
겨울봄 이세돌,1,1322,Teemo,Flash,Ghost,11,12,22,18,57,46,0,2.8
겨울봄 이세돌,1,1845,Karma,Flash,Ignite,3,2,10,14,43,29,16,6.5
겨울봄 이세돌,0,687,Qiyana,Flash,Mark,9,8,7,12,67,18,0,2.0
겨울봄 이세돌,1,1743,Lux,Flash,Exhaust,17,14,32,18,72,66,0,3.5
겨울봄 이세돌,1,1887,Qiyana,Flash,Smite,9,6,4,17,24,180,0,2.2
겨울봄 이세돌,0,1224,Jayce,Flash,Teleport,3,7,2,13,26,170,0,0.7
겨울봄 이세돌,0,1733,Graves,Flash,Teleport,5,11,4,17,36,237,1,0.8
겨울봄 이세돌,1,1446,Pantheon,Flash,Ignite,3,5,18,12,55,24,3,4.2
겨울봄 이세돌,1,2278,Nautilus,Flash,Ignite,3,6,16,16,54,42,20,3.2
겨울봄 이세돌,1,976,Nautilus,Flash,Ignite,2,3,8,8,45,24,8,3.3
겨울봄 이세돌,1,1889,Nautilus,Flash,Ignite,2,6,16,14,43,35,15,3.0
겨울봄 이세돌,0,1278,Lulu,Flash,Ignite,1,6,9,9,63,7,9,1.7
겨울봄 이세돌,0,969,Ornn,Flash,Teleport,1,6,2,9,23,80,0,0.5
겨울봄 이세돌,1,1593,Nautilus,Flash,Ignite,0,7,20,12,53,31,10,2.9
겨울봄 이세돌,1,1284,Ornn,Flash,Teleport,6,0,10,14,53,158,1,19.2
겨울봄 이세돌,0,1946,Yuumi,Exhaust,Ignite,1,2,12,15,81,11,13,6.5
겨울봄 이세돌,1,914,Nautilus,Flash,Ignite,2,1,9,8,58,24,4,11.0
Dont Start Now,1,1503,Ezreal,Flash,Cleanse,5,5,4,14,35,225,1,1.8
Dont Start Now,1,1056,Jayce,Flash,Teleport,3,1,4,11,27,135,1,7.0
Dont Start Now,0,1965,Ziggs,Flash,Teleport,4,5,9,18,45,350,2,2.6
Dont Start Now,1,921,Jayce,Flash,Teleport,0,1,2,11,17,136,1,2.0
Dont Start Now,1,1416,Samira,Flash,Cleanse,21,4,4,14,69,224,1,6.2
Dont Start Now,1,1660,Ezreal,Flash,Heal,11,3,12,16,50,268,6,7.7
Dont Start Now,0,1475,Xayah,Flash,Heal,2,7,1,13,14,201,0,0.4
Dont Start Now,0,1261,Jayce,Flash,Teleport,3,9,3,12,46,170,0,0.7
Dont Start Now,0,1693,Jhin,Flash,Heal,3,7,4,13,35,218,0,1.0
Dont Start Now,0,1631,Jayce,Flash,Teleport,5,9,7,15,38,201,1,1.3
Dont Start Now,1,1033,Ezreal,Flash,Cleanse,7,4,7,10,52,130,1,3.5
Dont Start Now,0,651,Kai'Sa,Flash,Heal,0,5,0,4,0,32,0,0.0
Dont Start Now,0,1236,Kai'Sa,Flash,Heal,2,4,1,11,25,186,0,0.8
Dont Start Now,0,970,Zeri,Flash,Heal,5,6,3,9,73,105,0,1.3
Dont Start Now,0,1726,Rakan,Flash,Ignite,0,9,8,13,40,42,5,0.9
Dont Start Now,0,1991,Kai'Sa,Flash,Heal,10,10,1,17,35,286,1,1.1
Dont Start Now,0,1852,Jinx,Flash,Heal,3,11,7,15,53,268,1,0.9
Dont Start Now,0,1215,Caitlyn,Flash,Heal,1,5,0,10,6,130,0,0.2
Dont Start Now,0,1286,Jinx,Flash,Heal,4,12,4,11,50,112,0,0.7
Dont Start Now,1,1392,Xayah,Flash,Heal,7,1,4,14,46,215,2,11.0
bilibili24400071,0,1503,Annie,Ignite,Flash,6,7,3,13,56,151,5,1.3
bilibili24400071,0,1651,Annie,Ignite,Flash,5,6,3,13,47,153,3,1.3
bilibili24400071,0,1209,Lissandra,Teleport,Flash,4,6,7,11,48,129,6,1.8
bilibili24400071,0,1169,Annie,Ignite,Flash,3,4,0,12,33,156,3,0.8
bilibili24400071,0,1657,Irelia,Ignite,Flash,2,10,1,14,15,199,3,0.3
bilibili24400071,1,1538,Annie,Ignite,Flash,3,5,15,13,55,14,4,3.6
bilibili24400071,1,1464,Annie,Ignite,Flash,7,0,3,14,40,171,4,12.0
bilibili24400071,1,1897,Annie,Ignite,Flash,7,7,9,16,42,156,4,2.3
bilibili24400071,0,1756,Annie,Ignite,Flash,8,7,2,15,38,154,5,1.4
bilibili24400071,1,950,Annie,Ignite,Flash,4,3,7,9,50,74,1,3.7
bilibili24400071,1,1593,Annie,Ignite,Flash,7,7,10,14,52,163,4,2.4
bilibili24400071,1,2115,Lissandra,Teleport,Flash,4,6,13,16,47,192,4,2.8
bilibili24400071,0,1079,Annie,Ignite,Flash,1,4,1,10,20,113,2,0.5
bilibili24400071,0,1858,Annie,Teleport,Flash,6,3,1,15,39,232,4,2.3
bilibili24400071,1,1057,Annie,Ignite,Flash,5,0,2,12,33,159,3,8.4
bilibili24400071,0,1541,Annie,Ignite,Flash,4,5,6,13,43,146,2,2.0
bilibili24400071,1,1363,Annie,Ignite,Flash,7,0,5,13,52,149,4,14.4
bilibili24400071,1,945,Annie,Ignite,Flash,4,0,3,11,44,133,1,8.4
bilibili24400071,1,1536,Annie,Ignite,Flash,5,3,8,14,62,166,2,4.3
bilibili24400071,0,1573,Annie,Ignite,Flash,4,4,7,14,58,174,2,2.8
두꺼비압수,0,1459,Diana,Smite,Flash,5,10,8,12,65,131,2,1.3
두꺼비압수,0,1776,Viego,Smite,Flash,5,6,5,15,29,207,8,1.7
두꺼비압수,1,1691,Graves,Smite,Flash,12,5,5,16,50,222,8,3.4
두꺼비압수,0,842,Lee Sin,Smite,Flash,2,4,2,8,80,67,5,1.0
두꺼비압수,0,977,Talon,Smite,Flash,5,5,1,9,75,87,2,1.2
두꺼비압수,0,2279,Akali,Ignite,Flash,23,5,2,18,40,261,3,5.0
두꺼비압수,0,1267,Viktor,Cleanse,Flash,12,16,12,18,59,54,0,1.5
두꺼비압수,1,861,Zeri,Ghost,Flash,10,6,10,14,71,60,0,3.3
두꺼비압수,1,1189,Viego,Smite,Flash,9,4,9,12,51,141,9,4.5
두꺼비압수,1,1047,Gwen,Ghost,Flash,8,9,16,16,44,68,0,2.7
두꺼비압수,0,2129,Irelia,Ignite,Flash,9,12,4,17,39,286,1,1.1
두꺼비압수,1,1210,Jinx,Heal,Flash,5,5,6,11,39,162,1,2.2
두꺼비압수,0,1112,Vex,Ignite,Flash,5,5,2,12,58,124,1,1.4
두꺼비압수,1,1380,Zeri,Ghost,Flash,16,5,14,14,63,224,0,6.0
초보강아지,1,1056,Sejuani,Ignite,Teleport,5,3,4,13,24,132,1,3.0
초보강아지,1,2176,Sejuani,Ignite,Teleport,10,5,17,18,59,242,4,5.4
초보강아지,0,2130,Sejuani,Ignite,Teleport,1,8,13,16,54,211,2,1.8
초보강아지,0,1204,Samira,Cleanse,Flash,11,14,17,18,64,77,0,2.0
초보강아지,1,1843,Sejuani,Ignite,Teleport,5,3,11,18,47,262,1,5.3
초보강아지,1,1471,Gnar,Teleport,Flash,3,3,6,15,33,205,1,3.0
초보강아지,0,1708,Sejuani,Ignite,Teleport,5,4,7,15,43,224,3,3.0
초보강아지,0,928,Sejuani,Ignite,Teleport,1,4,0,10,14,105,0,0.2
초보강아지,1,979,Sejuani,Ignite,Teleport,6,1,5,11,42,112,1,11.0
초보강아지,1,1280,Sejuani,Ignite,Teleport,2,1,5,13,29,169,0,7.0
초보강아지,0,1864,Sejuani,Ignite,Teleport,3,4,8,15,55,235,1,2.8
초보강아지,1,938,Sejuani,Ignite,Teleport,5,3,2,11,29,128,0,2.3
초보강아지,0,1455,Sejuani,Ignite,Teleport,4,5,2,14,35,182,0,1.2
초보강아지,0,1248,Sejuani,Ignite,Teleport,0,4,4,12,25,128,0,1.0
초보강아지,1,968,Sejuani,Ignite,Teleport,6,0,5,12,35,125,1,13.2
초보강아지,0,1398,Sejuani,Ignite,Teleport,3,7,7,13,67,176,0,1.4
초보강아지,1,2396,Viego,Smite,Flash,14,6,8,18,54,254,3,3.7
초보강아지,0,1832,Zoe,Ignite,Flash,6,9,6,14,38,190,0,1.3
초보강아지,0,1838,Sejuani,Ignite,Teleport,3,7,15,16,56,201,0,2.6
anjingdayouxi,0,861,Kai'Sa,Flash,Heal,1,0,0,5,14,53,1,1.2
anjingdayouxi,0,1297,Ezreal,Flash,Heal,5,7,4,12,41,161,1,1.3
anjingdayouxi,1,1742,Zeri,Flash,Heal,4,9,14,14,64,208,4,2.0
anjingdayouxi,0,1705,Jinx,Flash,Heal,5,5,6,14,48,230,3,2.2
anjingdayouxi,0,2258,Xayah,Flash,Heal,11,9,11,18,51,318,4,2.4
anjingdayouxi,1,939,Xayah,Flash,Heal,10,0,4,10,54,138,1,16.8
anjingdayouxi,0,925,Miss Fortune,Flash,Heal,0,3,1,9,14,105,1,0.3
anjingdayouxi,1,1543,Aphelios,Flash,Heal,16,5,7,14,62,209,5,4.6
anjingdayouxi,1,2183,Aphelios,Flash,Cleanse,9,10,14,17,44,229,0,2.3
anjingdayouxi,0,1388,Ahri,Flash,Ignite,3,7,1,13,36,142,3,0.6
anjingdayouxi,0,1264,Aphelios,Flash,Cleanse,3,9,2,10,24,146,2,0.6
anjingdayouxi,0,1381,Xayah,Flash,Heal,3,5,6,12,75,175,4,1.8
anjingdayouxi,1,1261,Xayah,Flash,Heal,9,6,11,12,51,167,4,3.3
anjingdayouxi,1,968,Xayah,Flash,Heal,8,2,5,11,45,118,1,6.5
anjingdayouxi,0,1835,Aphelios,Flash,Heal,2,6,7,15,38,262,2,1.5
anjingdayouxi,0,945,Xayah,Flash,Heal,4,6,4,8,67,86,1,1.3
anjingdayouxi,1,967,Xayah,Flash,Heal,3,3,5,10,40,138,3,2.7
anjingdayouxi,1,1245,Jinx,Flash,Heal,4,5,11,12,43,180,2,3.0
anjingdayouxi,1,1601,Ahri,Flash,Teleport,4,4,13,15,44,182,2,4.2
12311231,1,1233,Viego,Smite,Flash,9,2,7,12,50,122,13,8.0
12311231,0,1436,Nidalee,Smite,Flash,9,5,4,13,65,153,5,2.6
12311231,0,1137,Rammus,Ghost,Flash,5,6,5,13,59,39,0,1.7
12311231,1,925,Viego,Smite,Flash,8,2,8,11,64,90,5,8.0
12311231,1,1275,Rammus,Ghost,Flash,11,2,15,16,57,96,0,13.0
12311231,1,838,Vladimir,Ghost,Flash,13,9,16,15,59,21,0,3.2
12311231,1,1097,Olaf,Smite,Flash,3,3,6,11,53,109,3,3.0
12311231,1,1304,Nidalee,Smite,Flash,5,0,7,14,46,157,2,14.4
12311231,0,2162,Lee Sin,Smite,Flash,15,6,16,18,76,196,9,5.2
12311231,0,1467,Viego,Smite,Flash,4,9,11,12,68,130,9,1.7
12311231,0,1303,Lee Sin,Smite,Flash,5,5,5,12,53,133,7,2.0
12311231,0,1356,Viego,Smite,Flash,5,7,5,11,71,118,8,1.4
12311231,0,1153,Lee Sin,Smite,Flash,2,4,5,11,64,126,6,1.8
12311231,1,1591,Lee Sin,Smite,Flash,8,3,13,15,72,176,8,7.0
12311231,1,1507,Lee Sin,Smite,Flash,10,1,11,14,70,162,7,21.0
12311231,1,1525,Viego,Smite,Flash,6,4,7,14,45,166,10,3.2
12311231,1,1509,Syndra,Ghost,Flash,8,12,7,18,37,113,0,1.2
12311231,1,1791,Lee Sin,Smite,Flash,18,2,6,17,71,213,10,12.0
IlIIIIIIIIllllll,0,1313,Alistar,Ignite,Flash,0,7,3,9,50,30,7,0.4
IlIIIIIIIIllllll,1,1305,Bard,Exhaust,Flash,1,4,11,11,44,19,10,3.0
IlIIIIIIIIllllll,0,1465,Lux,Ignite,Flash,3,7,3,11,43,28,10,0.9
IlIIIIIIIIllllll,1,2240,Lux,Ignite,Flash,7,7,30,17,69,51,12,5.3
